"time","PM1.SSE","PM1.wconn.F_exc","WEC1.F_rad","WEC1.z","WEC1.v_z","WEC1.a_z"
3.5,0.0005370178150837908,-447.9843793690526,4.104819353471993,0.0004796841988732092,-0.0001878253750540983,-0.0009167753191717641
3.6,0.0007431003585508523,-689.5180392477732,-26.30989561442782,0.0004561925360961928,-0.0002832441982721126,-0.0009909684551632305
3.7,0.0008758809179708622,-954.9771205868805,-60.35899228794509,0.0004227943850670797,-0.0003858918912024515,-0.001061354647363357
3.8,0.0009148185375983177,-1246.436294255072,-97.90110084073754,0.0003787857370552401,-0.0004953921087308747,-0.001128058544881756
3.9,0.0008448345981088588,-1566.244065882579,-138.7534298219588,0.0003234993127732672,-0.0006113918753289407,-0.001191418275132515
4,0.0006577053249529101,-1916.957138244705,-182.6993365107852,0.0002563010930265384,-0.0007335810514101105,-0.001251943106222492
4.1,0.0003529453103310257,-2301.248288158608,-229.4965579019527,0.00017658528756541,-0.0008617065712474105,-0.001310255016470523
4.2,-6.190708420415063e-05,-2721.790157726817,-278.8856908725805,8.376823571794798e-05,-0.0009955802614843386,-0.00136701631218837
4.3,-0.0005716413588843056,-3181.119088085343,-330.5984272698388,-2.271818971061254e-05,-0.001135078772755631,-0.001422846470940621
4.4,-0.001154347819671799,-3681.484691137549,-384.3648550160996,-0.0001434327038266411,-0.001280134839087707,-0.001478232859024805
4.5,-0.001782942073025566,-4224.692127684867,-439.9192811142539,-0.0002789293943244303,-0.001430719567697294,-0.001533440391378811
4.6,-0.002427122880415712,-4811.944918635502,-497.0040715569124,-0.0004297603076687653,-0.001586815820932925,-0.001588425620025718
4.7,-0.003055606899415766,-5443.696464289603,-555.3710536003911,-0.0005964749436272535,-0.001748383448871939,-0.001642760934106097
4.8,-0.003638459307796568,-6119.518225329836,-614.7802102097744,-0.0007796159338527784,-0.001915317766260418,-0.001695574105940202
4.9,-0.004149330842969799,-6837.991712193907,-674.9954644170175,-0.0009797102742427155,-0.002087402817213908,-0.001745507836428081
5,-0.004567420181150079,-7596.630069700465,-735.7777047036009,-0.001197255831483106,-0.002264262030081131,-0.001790702576950013
5.1,-0.004879005009000456,-8391.833213286905,-796.8746044156286,-0.001432702120525784,-0.002445306965728906,-0.001828806310575915
5.2,-0.00507842325154832,-9218.87829962972,-858.0090329657942,-0.001686427652199892,-0.002629691596110351,-0.001857007997015046
5.3,-0.005168434055556803,-10071.94496261967,-918.8657051815921,-0.001958712575102438,-0.002816269839646679,-0.001872096395846884
5.4,-0.005159941685928555,-10944.17240524214,-979.0750776548396,-0.002249704838218472,-0.00300355595934163,-0.001870545824864649
5.5,-0.005071119387215304,-11827.74330769599,-1038.198387239657,-0.002559385522486166,-0.003189700109330535,-0.001848616214763012
5.6,-0.004926019428206732,-12713.98778268198,-1095.713203967031,-0.002887531776879288,-0.003372474672075952,-0.001802466561881386
5.7,-0.004752795448522975,-13593.4994448404,-1150.999743337097,-0.003233679726778334,-0.003549266083656211,-0.001728274217756763
5.8,-0.004581690306786333,-14456.25518512506,-1203.329269269554,-0.003597085266417764,-0.00371708467151523,-0.001622358028673702
5.9,-0.004442954668021455,-15291.73051899673,-1251.854439675201,-0.003976686525566897,-0.003872581588758396,-0.001481295829422652
6,-0.004364857888866564,-16089.0034115905,-1295.604378832196,-0.004371069938234959,-0.004012082286078974,-0.001302028489713266
6.1,-0.004371934290163853,-16836.84120718903,-1333.483886093633,-0.004778439632399578,-0.004131631097938107,-0.001081948473530388
